MSSV,Khoa,HoTen,NgaySinh,ThuTuHocKy,TenHocKy,MaMon,TinChi,GPA
24520065,19,Le Xuan Chau,03/12/2006,1,HK1 2024-2025,CE118,3,7.5
24520065,19,Le Xuan Chau,03/12/2006,1,HK1 2024-2025,SS002,2,7.9
24520065,19,Le Xuan Chau,03/12/2006,1,HK1 2024-2025,MA003,3,7.4
24520065,19,Le Xuan Chau,03/12/2006,1,HK1 2024-2025,SE104,3,7.8
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,MA004,3,9.8
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,IT004,4,5.9
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,MA003,3,5.0
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,IS201,3,6.8
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,SS001,2,10.0
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,CE118,3,9.7
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,SE104,3,5.4
24520065,19,Le Xuan Chau,03/12/2006,2,HK2 2024-2025,CS106,4,6.6
24520065,19,Le Xuan Chau,03/12/2006,3,HK3 2024-2025,MA005,3,9.6
24520065,19,Le Xuan Chau,03/12/2006,3,HK3 2024-2025,IT004,4,7.2
24520065,19,Le Xuan Chau,03/12/2006,3,HK3 2024-2025,CS106,4,6.6
24520065,19,Le Xuan Chau,03/12/2006,3,HK3 2024-2025,MA004,3,5.8
24520065,19,Le Xuan Chau,03/12/2006,3,HK3 2024-2025,SE104,3,9.2
24520065,19,Le Xuan Chau,03/12/2006,3,HK3 2024-2025,EN001,2,5.4
24520066,19,Hoang Hoai Duy,14/03/2006,1,HK1 2024-2025,MA004,3,6.6
24520066,19,Hoang Hoai Duy,14/03/2006,1,HK1 2024-2025,MA003,3,7.3
24520066,19,Hoang Hoai Duy,14/03/2006,1,HK1 2024-2025,EN001,2,10.0
24520066,19,Hoang Hoai Duy,14/03/2006,1,HK1 2024-2025,SE104,3,5.7
24520066,19,Hoang Hoai Duy,14/03/2006,1,HK1 2024-2025,MA005,3,5.2
24520066,19,Hoang Hoai Duy,14/03/2006,1,HK1 2024-2025,IT001,4,6.9
24520066,19,Hoang Hoai Duy,14/03/2006,1,HK1 2024-2025,CE118,3,7.1
24520066,19,Hoang Hoai Duy,14/03/2006,2,HK2 2024-2025,MA004,3,6.9
24520066,19,Hoang Hoai Duy,14/03/2006,2,HK2 2024-2025,EN001,2,5.6
24520066,19,Hoang Hoai Duy,14/03/2006,2,HK2 2024-2025,SE104,3,8.6
24520066,19,Hoang Hoai Duy,14/03/2006,2,HK2 2024-2025,IT001,4,6.0
24520066,19,Hoang Hoai Duy,14/03/2006,2,HK2 2024-2025,CE118,3,6.0
24520066,19,Hoang Hoai Duy,14/03/2006,2,HK2 2024-2025,SS002,2,6.0
24520066,19,Hoang Hoai Duy,14/03/2006,3,HK3 2024-2025,PE001,1,9.8
24520066,19,Hoang Hoai Duy,14/03/2006,3,HK3 2024-2025,SE104,3,6.2
24520066,19,Hoang Hoai Duy,14/03/2006,3,HK3 2024-2025,MA004,3,9.3
24520066,19,Hoang Hoai Duy,14/03/2006,3,HK3 2024-2025,IT004,4,7.0
24520066,19,Hoang Hoai Duy,14/03/2006,3,HK3 2024-2025,SS001,2,5.6
24520066,19,Hoang Hoai Duy,14/03/2006,3,HK3 2024-2025,MA005,3,8.7
24520067,19,Phan Gia Quan,19/04/2006,1,HK1 2024-2025,IS201,3,5.4
24520067,19,Phan Gia Quan,19/04/2006,1,HK1 2024-2025,SE104,3,7.1
24520067,19,Phan Gia Quan,19/04/2006,1,HK1 2024-2025,EN001,2,8.9
24520067,19,Phan Gia Quan,19/04/2006,1,HK1 2024-2025,MA005,3,9.1
24520067,19,Phan Gia Quan,19/04/2006,1,HK1 2024-2025,MA004,3,7.3
24520067,19,Phan Gia Quan,19/04/2006,1,HK1 2024-2025,MA003,3,7.6
24520067,19,Phan Gia Quan,19/04/2006,2,HK2 2024-2025,CS106,4,5.4
24520067,19,Phan Gia Quan,19/04/2006,2,HK2 2024-2025,MA005,3,5.9
24520067,19,Phan Gia Quan,19/04/2006,2,HK2 2024-2025,SE104,3,6.0
24520067,19,Phan Gia Quan,19/04/2006,2,HK2 2024-2025,IT004,4,8.7
24520067,19,Phan Gia Quan,19/04/2006,2,HK2 2024-2025,MA003,3,7.8
24520067,19,Phan Gia Quan,19/04/2006,2,HK2 2024-2025,IT001,4,9.5
24520067,19,Phan Gia Quan,19/04/2006,2,HK2 2024-2025,MA004,3,9.3
24520067,19,Phan Gia Quan,19/04/2006,3,HK3 2024-2025,IS201,3,7.5
24520067,19,Phan Gia Quan,19/04/2006,3,HK3 2024-2025,MA004,3,9.7
24520067,19,Phan Gia Quan,19/04/2006,3,HK3 2024-2025,CS106,4,5.9
24520067,19,Phan Gia Quan,19/04/2006,3,HK3 2024-2025,IT001,4,7.6
24520067,19,Phan Gia Quan,19/04/2006,3,HK3 2024-2025,SS002,2,8.9
24520067,19,Phan Gia Quan,19/04/2006,3,HK3 2024-2025,SS001,2,7.0
24520067,19,Phan Gia Quan,19/04/2006,3,HK3 2024-2025,IT002,4,8.5
24520068,19,Hoang Ngoc Hieu,06/01/2006,1,HK1 2024-2025,SS001,2,7.6
24520068,19,Hoang Ngoc Hieu,06/01/2006,1,HK1 2024-2025,IT002,4,8.6
24520068,19,Hoang Ngoc Hieu,06/01/2006,1,HK1 2024-2025,CE118,3,7.2
24520068,19,Hoang Ngoc Hieu,06/01/2006,1,HK1 2024-2025,MA003,3,9.1
24520068,19,Hoang Ngoc Hieu,06/01/2006,1,HK1 2024-2025,SE104,3,8.2
24520068,19,Hoang Ngoc Hieu,06/01/2006,1,HK1 2024-2025,IS201,3,8.1
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,MA003,3,5.3
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,SS001,2,6.3
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,IT003,4,6.8
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,IS201,3,9.2
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,MA005,3,9.4
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,CS106,4,9.0
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,IT001,4,9.8
24520068,19,Hoang Ngoc Hieu,06/01/2006,2,HK2 2024-2025,IT004,4,9.4
24520068,19,Hoang Ngoc Hieu,06/01/2006,3,HK3 2024-2025,CS106,4,6.3
24520068,19,Hoang Ngoc Hieu,06/01/2006,3,HK3 2024-2025,MA004,3,8.2
24520068,19,Hoang Ngoc Hieu,06/01/2006,3,HK3 2024-2025,MA003,3,9.9
24520068,19,Hoang Ngoc Hieu,06/01/2006,3,HK3 2024-2025,IT002,4,6.5
24520068,19,Hoang Ngoc Hieu,06/01/2006,3,HK3 2024-2025,IT003,4,6.4
24520068,19,Hoang Ngoc Hieu,06/01/2006,3,HK3 2024-2025,MA005,3,6.3
24520068,19,Hoang Ngoc Hieu,06/01/2006,3,HK3 2024-2025,SS001,2,7.0
24520069,19,Vu Minh Mai,02/11/2006,1,HK1 2024-2025,MA003,3,5.8
24520069,19,Vu Minh Mai,02/11/2006,1,HK1 2024-2025,MA004,3,5.8
24520069,19,Vu Minh Mai,02/11/2006,1,HK1 2024-2025,SS001,2,8.8
24520069,19,Vu Minh Mai,02/11/2006,1,HK1 2024-2025,IT001,4,6.4
24520069,19,Vu Minh Mai,02/11/2006,1,HK1 2024-2025,PE001,1,8.2
24520069,19,Vu Minh Mai,02/11/2006,1,HK1 2024-2025,MA005,3,8.2
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,IT002,4,7.7
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,IT003,4,6.9
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,MA005,3,7.2
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,EN001,2,6.7
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,MA004,3,5.6
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,PE001,1,9.5
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,MA003,3,7.5
24520069,19,Vu Minh Mai,02/11/2006,2,HK2 2024-2025,SS001,2,5.5
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,CE118,3,8.9
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,MA003,3,9.0
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,MA005,3,7.0
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,MA004,3,9.3
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,SE104,3,6.1
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,IT004,4,6.5
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,IT003,4,5.3
24520069,19,Vu Minh Mai,02/11/2006,3,HK3 2024-2025,IS201,3,5.1
24520070,19,Le Thu Linh,28/02/2006,1,HK1 2024-2025,IS201,3,5.4
24520070,19,Le Thu Linh,28/02/2006,1,HK1 2024-2025,CE118,3,5.4
24520070,19,Le Thu Linh,28/02/2006,1,HK1 2024-2025,IT003,4,8.7
24520070,19,Le Thu Linh,28/02/2006,1,HK1 2024-2025,IT004,4,5.6
24520070,19,Le Thu Linh,28/02/2006,1,HK1 2024-2025,SS002,2,7.8
24520070,19,Le Thu Linh,28/02/2006,1,HK1 2024-2025,EN001,2,8.3
24520070,19,Le Thu Linh,28/02/2006,1,HK1 2024-2025,MA004,3,8.9
24520070,19,Le Thu Linh,28/02/2006,2,HK2 2024-2025,EN001,2,8.0
24520070,19,Le Thu Linh,28/02/2006,2,HK2 2024-2025,IT003,4,8.7
24520070,19,Le Thu Linh,28/02/2006,2,HK2 2024-2025,IT001,4,9.3
24520070,19,Le Thu Linh,28/02/2006,2,HK2 2024-2025,CE118,3,5.5
24520070,19,Le Thu Linh,28/02/2006,2,HK2 2024-2025,MA004,3,9.3
24520070,19,Le Thu Linh,28/02/2006,2,HK2 2024-2025,SE104,3,7.7
24520070,19,Le Thu Linh,28/02/2006,2,HK2 2024-2025,IT002,4,8.4
24520070,19,Le Thu Linh,28/02/2006,3,HK3 2024-2025,CS106,4,5.5
24520070,19,Le Thu Linh,28/02/2006,3,HK3 2024-2025,SS001,2,6.4
24520070,19,Le Thu Linh,28/02/2006,3,HK3 2024-2025,EN001,2,8.9
24520070,19,Le Thu Linh,28/02/2006,3,HK3 2024-2025,SE104,3,5.1
24520070,19,Le Thu Linh,28/02/2006,3,HK3 2024-2025,MA005,3,8.6
24520070,19,Le Thu Linh,28/02/2006,3,HK3 2024-2025,IT003,4,7.0
24520070,19,Le Thu Linh,28/02/2006,3,HK3 2024-2025,IT004,4,9.3
24520071,19,Pham Thu Vy,26/05/2006,1,HK1 2024-2025,MA003,3,6.1
24520071,19,Pham Thu Vy,26/05/2006,1,HK1 2024-2025,IT001,4,9.3
24520071,19,Pham Thu Vy,26/05/2006,1,HK1 2024-2025,CS106,4,6.0
24520071,19,Pham Thu Vy,26/05/2006,1,HK1 2024-2025,SS002,2,5.5
24520071,19,Pham Thu Vy,26/05/2006,1,HK1 2024-2025,EN001,2,5.8
24520071,19,Pham Thu Vy,26/05/2006,1,HK1 2024-2025,PE001,1,9.2
24520071,19,Pham Thu Vy,26/05/2006,1,HK1 2024-2025,IT002,4,8.5
24520071,19,Pham Thu Vy,26/05/2006,2,HK2 2024-2025,IT002,4,8.3
24520071,19,Pham Thu Vy,26/05/2006,2,HK2 2024-2025,IT001,4,8.6
24520071,19,Pham Thu Vy,26/05/2006,2,HK2 2024-2025,SS001,2,6.4
24520071,19,Pham Thu Vy,26/05/2006,2,HK2 2024-2025,MA005,3,8.5
24520071,19,Pham Thu Vy,26/05/2006,2,HK2 2024-2025,CE118,3,6.6
24520071,19,Pham Thu Vy,26/05/2006,2,HK2 2024-2025,CS106,4,7.3
24520071,19,Pham Thu Vy,26/05/2006,2,HK2 2024-2025,PE001,1,6.4
24520071,19,Pham Thu Vy,26/05/2006,3,HK3 2024-2025,CE118,3,8.5
24520071,19,Pham Thu Vy,26/05/2006,3,HK3 2024-2025,IT004,4,8.9
24520071,19,Pham Thu Vy,26/05/2006,3,HK3 2024-2025,SE104,3,8.1
24520071,19,Pham Thu Vy,26/05/2006,3,HK3 2024-2025,IT001,4,5.4
24520071,19,Pham Thu Vy,26/05/2006,3,HK3 2024-2025,EN001,2,8.8
24520071,19,Pham Thu Vy,26/05/2006,3,HK3 2024-2025,IS201,3,7.3
24520072,19,Huynh Quang An,25/09/2006,1,HK1 2024-2025,IT001,4,9.6
24520072,19,Huynh Quang An,25/09/2006,1,HK1 2024-2025,IT002,4,6.3
24520072,19,Huynh Quang An,25/09/2006,1,HK1 2024-2025,IS201,3,7.9
24520072,19,Huynh Quang An,25/09/2006,1,HK1 2024-2025,MA003,3,7.6
24520072,19,Huynh Quang An,25/09/2006,1,HK1 2024-2025,CS106,4,5.8
24520072,19,Huynh Quang An,25/09/2006,1,HK1 2024-2025,MA005,3,6.4
24520072,19,Huynh Quang An,25/09/2006,2,HK2 2024-2025,MA005,3,8.2
24520072,19,Huynh Quang An,25/09/2006,2,HK2 2024-2025,IT002,4,9.6
24520072,19,Huynh Quang An,25/09/2006,2,HK2 2024-2025,IT004,4,7.6
24520072,19,Huynh Quang An,25/09/2006,2,HK2 2024-2025,SS001,2,5.8
24520072,19,Huynh Quang An,25/09/2006,2,HK2 2024-2025,EN001,2,8.3
24520072,19,Huynh Quang An,25/09/2006,2,HK2 2024-2025,SE104,3,10.0
24520072,19,Huynh Quang An,25/09/2006,3,HK3 2024-2025,MA003,3,9.7
24520072,19,Huynh Quang An,25/09/2006,3,HK3 2024-2025,EN001,2,6.1
24520072,19,Huynh Quang An,25/09/2006,3,HK3 2024-2025,SE104,3,5.1
24520072,19,Huynh Quang An,25/09/2006,3,HK3 2024-2025,SS002,2,6.9
24520072,19,Huynh Quang An,25/09/2006,3,HK3 2024-2025,MA004,3,8.3
24520072,19,Huynh Quang An,25/09/2006,3,HK3 2024-2025,IS201,3,7.2
24520073,19,Pham Huu Trang,07/04/2006,1,HK1 2024-2025,PE001,1,5.4
24520073,19,Pham Huu Trang,07/04/2006,1,HK1 2024-2025,MA003,3,7.4
24520073,19,Pham Huu Trang,07/04/2006,1,HK1 2024-2025,SE104,3,6.9
24520073,19,Pham Huu Trang,07/04/2006,1,HK1 2024-2025,IT001,4,9.0
24520073,19,Pham Huu Trang,07/04/2006,1,HK1 2024-2025,SS001,2,5.3
24520073,19,Pham Huu Trang,07/04/2006,1,HK1 2024-2025,EN001,2,8.0
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,IT003,4,6.0
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,MA004,3,6.0
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,IT001,4,6.3
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,MA003,3,7.5
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,SS001,2,5.3
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,EN001,2,7.9
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,IS201,3,6.4
24520073,19,Pham Huu Trang,07/04/2006,2,HK2 2024-2025,SE104,3,5.8
24520073,19,Pham Huu Trang,07/04/2006,3,HK3 2024-2025,MA005,3,6.3
24520073,19,Pham Huu Trang,07/04/2006,3,HK3 2024-2025,CE118,3,5.9
24520073,19,Pham Huu Trang,07/04/2006,3,HK3 2024-2025,IT003,4,7.1
24520073,19,Pham Huu Trang,07/04/2006,3,HK3 2024-2025,SE104,3,6.6
24520073,19,Pham Huu Trang,07/04/2006,3,HK3 2024-2025,MA003,3,6.6
24520073,19,Pham Huu Trang,07/04/2006,3,HK3 2024-2025,EN001,2,8.5
24520074,19,Huynh Minh Khoa,17/06/2006,1,HK1 2024-2025,CE118,3,8.9
24520074,19,Huynh Minh Khoa,17/06/2006,1,HK1 2024-2025,EN001,2,6.3
24520074,19,Huynh Minh Khoa,17/06/2006,1,HK1 2024-2025,MA003,3,8.8
24520074,19,Huynh Minh Khoa,17/06/2006,1,HK1 2024-2025,IS201,3,5.6
24520074,19,Huynh Minh Khoa,17/06/2006,1,HK1 2024-2025,IT004,4,8.6
24520074,19,Huynh Minh Khoa,17/06/2006,1,HK1 2024-2025,IT002,4,7.1
24520074,19,Huynh Minh Khoa,17/06/2006,1,HK1 2024-2025,SE104,3,9.7
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,EN001,2,9.4
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,IT003,4,8.2
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,PE001,1,6.7
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,IT002,4,8.9
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,MA005,3,8.8
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,SS002,2,5.4
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,SE104,3,6.1
24520074,19,Huynh Minh Khoa,17/06/2006,2,HK2 2024-2025,IT001,4,9.2
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,EN001,2,7.8
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,PE001,1,7.9
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,SS001,2,7.3
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,IT001,4,7.2
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,SS002,2,8.9
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,IT004,4,7.7
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,CE118,3,6.8
24520074,19,Huynh Minh Khoa,17/06/2006,3,HK3 2024-2025,MA003,3,5.7
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,MA003,3,5.1
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,IS201,3,9.3
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,IT002,4,7.7
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,MA005,3,5.1
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,CE118,3,8.0
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,CS106,4,5.6
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,MA004,3,7.9
24520075,19,Phan Gia Khoa,12/10/2006,1,HK1 2024-2025,EN001,2,6.6
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,SS001,2,6.5
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,EN001,2,9.1
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,SE104,3,7.3
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,IT004,4,5.8
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,MA003,3,6.8
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,CS106,4,7.1
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,SS002,2,8.2
24520075,19,Phan Gia Khoa,12/10/2006,2,HK2 2024-2025,MA005,3,8.8
24520075,19,Phan Gia Khoa,12/10/2006,3,HK3 2024-2025,CS106,4,9.5
24520075,19,Phan Gia Khoa,12/10/2006,3,HK3 2024-2025,MA003,3,9.2
24520075,19,Phan Gia Khoa,12/10/2006,3,HK3 2024-2025,CE118,3,7.6
24520075,19,Phan Gia Khoa,12/10/2006,3,HK3 2024-2025,IT001,4,5.1
24520075,19,Phan Gia Khoa,12/10/2006,3,HK3 2024-2025,IT004,4,7.2
24520075,19,Phan Gia Khoa,12/10/2006,3,HK3 2024-2025,EN001,2,8.0
24520075,19,Phan Gia Khoa,12/10/2006,3,HK3 2024-2025,MA004,3,9.6
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,IT004,4,6.5
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,SE104,3,7.4
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,IT002,4,7.6
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,PE001,1,7.8
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,MA003,3,6.8
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,IT001,4,8.7
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,CE118,3,6.3
24520076,19,Bui Thi Yen,19/12/2006,1,HK1 2024-2025,MA005,3,5.0
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,IS201,3,5.8
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,IT003,4,9.9
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,MA004,3,5.9
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,IT001,4,9.5
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,SS002,2,5.3
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,IT002,4,9.8
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,MA003,3,9.9
24520076,19,Bui Thi Yen,19/12/2006,2,HK2 2024-2025,EN001,2,5.2
24520076,19,Bui Thi Yen,19/12/2006,3,HK3 2024-2025,IT001,4,8.2
24520076,19,Bui Thi Yen,19/12/2006,3,HK3 2024-2025,MA003,3,6.6
24520076,19,Bui Thi Yen,19/12/2006,3,HK3 2024-2025,PE001,1,9.5
24520076,19,Bui Thi Yen,19/12/2006,3,HK3 2024-2025,SE104,3,8.8
24520076,19,Bui Thi Yen,19/12/2006,3,HK3 2024-2025,MA004,3,9.7
24520076,19,Bui Thi Yen,19/12/2006,3,HK3 2024-2025,CS106,4,5.5
24520076,19,Bui Thi Yen,19/12/2006,3,HK3 2024-2025,IT002,4,7.2
24520077,19,Pham Xuan Chau,23/02/2006,1,HK1 2024-2025,SE104,3,6.1
24520077,19,Pham Xuan Chau,23/02/2006,1,HK1 2024-2025,PE001,1,6.8
24520077,19,Pham Xuan Chau,23/02/2006,1,HK1 2024-2025,SS002,2,9.7
24520077,19,Pham Xuan Chau,23/02/2006,1,HK1 2024-2025,IS201,3,6.1
24520077,19,Pham Xuan Chau,23/02/2006,1,HK1 2024-2025,EN001,2,7.5
24520077,19,Pham Xuan Chau,23/02/2006,1,HK1 2024-2025,IT004,4,9.9
24520077,19,Pham Xuan Chau,23/02/2006,2,HK2 2024-2025,SS002,2,9.4
24520077,19,Pham Xuan Chau,23/02/2006,2,HK2 2024-2025,IT002,4,9.6
24520077,19,Pham Xuan Chau,23/02/2006,2,HK2 2024-2025,CS106,4,9.0
24520077,19,Pham Xuan Chau,23/02/2006,2,HK2 2024-2025,IT003,4,5.5
24520077,19,Pham Xuan Chau,23/02/2006,2,HK2 2024-2025,SS001,2,7.1
24520077,19,Pham Xuan Chau,23/02/2006,2,HK2 2024-2025,MA004,3,5.6
24520077,19,Pham Xuan Chau,23/02/2006,3,HK3 2024-2025,IT001,4,7.8
24520077,19,Pham Xuan Chau,23/02/2006,3,HK3 2024-2025,IT004,4,5.1
24520077,19,Pham Xuan Chau,23/02/2006,3,HK3 2024-2025,MA003,3,9.2
24520077,19,Pham Xuan Chau,23/02/2006,3,HK3 2024-2025,MA005,3,9.1
24520077,19,Pham Xuan Chau,23/02/2006,3,HK3 2024-2025,PE001,1,9.8
24520077,19,Pham Xuan Chau,23/02/2006,3,HK3 2024-2025,SE104,3,6.8
24520078,19,Vu Thu Hieu,23/06/2006,1,HK1 2024-2025,CS106,4,7.8
24520078,19,Vu Thu Hieu,23/06/2006,1,HK1 2024-2025,MA005,3,8.2
24520078,19,Vu Thu Hieu,23/06/2006,1,HK1 2024-2025,EN001,2,6.2
24520078,19,Vu Thu Hieu,23/06/2006,1,HK1 2024-2025,IT001,4,9.9
24520078,19,Vu Thu Hieu,23/06/2006,1,HK1 2024-2025,SE104,3,6.6
24520078,19,Vu Thu Hieu,23/06/2006,1,HK1 2024-2025,PE001,1,7.4
24520078,19,Vu Thu Hieu,23/06/2006,1,HK1 2024-2025,SS001,2,5.0
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,CE118,3,6.2
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,SE104,3,9.9
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,MA005,3,9.4
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,CS106,4,9.4
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,MA003,3,9.0
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,IT002,4,5.5
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,IT003,4,5.7
24520078,19,Vu Thu Hieu,23/06/2006,2,HK2 2024-2025,SS001,2,6.7
24520078,19,Vu Thu Hieu,23/06/2006,3,HK3 2024-2025,IT003,4,9.7
24520078,19,Vu Thu Hieu,23/06/2006,3,HK3 2024-2025,MA005,3,7.6
24520078,19,Vu Thu Hieu,23/06/2006,3,HK3 2024-2025,IT001,4,7.3
24520078,19,Vu Thu Hieu,23/06/2006,3,HK3 2024-2025,PE001,1,6.2
24520078,19,Vu Thu Hieu,23/06/2006,3,HK3 2024-2025,MA003,3,6.1
24520078,19,Vu Thu Hieu,23/06/2006,3,HK3 2024-2025,MA004,3,9.8
24520078,19,Vu Thu Hieu,23/06/2006,3,HK3 2024-2025,EN001,2,5.8
24520079,19,Le Gia Yen,20/07/2006,1,HK1 2024-2025,MA003,3,8.0
24520079,19,Le Gia Yen,20/07/2006,1,HK1 2024-2025,IT004,4,6.8
24520079,19,Le Gia Yen,20/07/2006,1,HK1 2024-2025,IT001,4,9.4
24520079,19,Le Gia Yen,20/07/2006,1,HK1 2024-2025,SS001,2,7.0
24520079,19,Le Gia Yen,20/07/2006,1,HK1 2024-2025,SS002,2,10.0
24520079,19,Le Gia Yen,20/07/2006,1,HK1 2024-2025,IT002,4,6.2
24520079,19,Le Gia Yen,20/07/2006,2,HK2 2024-2025,MA005,3,8.0
24520079,19,Le Gia Yen,20/07/2006,2,HK2 2024-2025,MA003,3,5.6
24520079,19,Le Gia Yen,20/07/2006,2,HK2 2024-2025,CS106,4,6.4
24520079,19,Le Gia Yen,20/07/2006,2,HK2 2024-2025,EN001,2,7.1
24520079,19,Le Gia Yen,20/07/2006,2,HK2 2024-2025,SE104,3,9.1
24520079,19,Le Gia Yen,20/07/2006,2,HK2 2024-2025,SS002,2,8.8
24520079,19,Le Gia Yen,20/07/2006,2,HK2 2024-2025,IT002,4,6.1
24520079,19,Le Gia Yen,20/07/2006,3,HK3 2024-2025,IT001,4,7.8
24520079,19,Le Gia Yen,20/07/2006,3,HK3 2024-2025,SS002,2,8.0
24520079,19,Le Gia Yen,20/07/2006,3,HK3 2024-2025,CE118,3,9.5
24520079,19,Le Gia Yen,20/07/2006,3,HK3 2024-2025,MA004,3,6.7
24520079,19,Le Gia Yen,20/07/2006,3,HK3 2024-2025,SE104,3,7.0
